date,agency_cd,site_no,water_year,flow,flow_cd,flow_11447905,group,flow_modeled,flow_impute,flow_for_gam_step1,flow_for_gam_step2,flow_for_gam_final
2004-12-13,USGS,11455420,2005,20000,A,8080,measure,18016,20000,20000,20000,20000
2004-12-14,USGS,11455420,2005,18100,A,7210,measure,16056,18100,18100,18100,18100
2004-12-15,USGS,11455420,2005,16100,A,6580,measure,14637,16100,16100,16100,16100
2004-12-16,USGS,11455420,2005,16600,A,6330,measure,14074,16600,16600,16600,16600
2004-12-17,USGS,11455420,2005,14900,A,5960,measure,13240,14900,14900,14900,14900
2004-12-18,USGS,11455420,2005,14400,A,5640,measure,12519,14400,14400,14400,14400
2004-12-19,USGS,11455420,2005,12300,A,5330,measure,11821,12300,12300,12300,12300
2004-12-20,USGS,11455420,2005,10100,A,4960,measure,10988,10100,10100,10100,10100
2004-12-21,USGS,11455420,2005,11000,A,4840,measure,10717,11000,11000,11000,11000
2004-12-22,USGS,11455420,2005,11100,A,4720,measure,10447,11100,11100,11100,11100
2004-12-23,USGS,11455420,2005,10000,A,4520,measure,9997,10000,10000,10000,10000
2004-12-24,USGS,11455420,2005,10500,A,4470,measure,9884,10500,10500,10500,10500
2004-12-25,USGS,11455420,2005,8730,A,4260,measure,9411,8730,8730,8730,8730
2004-12-26,USGS,11455420,2005,7180,A,3980,measure,8780,7180,7180,7180,7180
2004-12-27,USGS,11455420,2005,10100,A,4140,measure,9141,10100,10100,10100,10100
2004-12-28,USGS,11455420,2005,14000,A,4710,measure,10425,14000,14000,14000,14000
2004-12-29,USGS,11455420,2005,22400,A,8200,measure,18286,22400,22400,22400,22400
2004-12-30,USGS,11455420,2005,36800,A,14400,measure,32251,36800,36800,36800,36800
2004-12-31,USGS,11455420,2005,43200,A,18600,measure,41712,43200,43200,43200,43200
2005-01-01,USGS,11455420,2005,47800,A,21300,measure,47794,47800,47800,47800,47800
2005-01-02,USGS,11455420,2005,49600,A,22000,measure,49370,49600,49600,49600,49600
2005-01-03,USGS,11455420,2005,49000,A,21200,measure,47568,49000,49000,49000,49000
2005-01-04,USGS,11455420,2005,46700,A,19900,measure,44640,46700,46700,46700,46700
2005-01-05,USGS,11455420,2005,43500,A,18400,measure,41261,43500,43500,43500,43500
2005-01-06,USGS,11455420,2005,36500,A,16200,measure,36306,36500,36500,36500,36500
2005-01-07,USGS,11455420,2005,30500,A,14000,measure,31350,30500,30500,30500,30500
2005-01-08,USGS,11455420,2005,34000,A,13500,measure,30224,34000,34000,34000,34000
2005-01-09,USGS,11455420,2005,37300,A,14400,measure,32251,37300,37300,37300,37300
2005-01-10,USGS,11455420,2005,36000,A,14900,measure,33378,36000,36000,36000,36000
2005-01-11,USGS,11455420,2005,38600,A,15000,measure,33603,38600,38600,38600,38600
2005-01-12,USGS,11455420,2005,41400,A,15700,measure,35180,41400,41400,41400,41400
2005-01-13,USGS,11455420,2005,41200,A,16200,measure,36306,41200,41200,41200,41200
2005-01-14,USGS,11455420,2005,41100,A,15800,measure,35405,41100,41100,41100,41100
2005-01-15,USGS,11455420,2005,39100,A,14400,measure,32251,39100,39100,39100,39100
2005-01-16,USGS,11455420,2005,34800,A,12900,measure,28873,34800,34800,34800,34800
2005-01-17,USGS,11455420,2005,32700,A,11700,measure,26170,32700,32700,32700,32700
2005-01-18,USGS,11455420,2005,29800,A,10800,measure,24142,29800,29800,29800,29800
2005-01-19,USGS,11455420,2005,26300,A,10000,measure,22340,26300,26300,26300,26300
2005-01-20,USGS,11455420,2005,23700,A,9440,measure,21079,23700,23700,23700,23700
2005-01-21,USGS,11455420,2005,23900,A,9100,measure,20313,23900,23900,23900,23900
2005-01-22,USGS,11455420,2005,23900,A,8880,measure,19818,23900,23900,23900,23900
2005-01-23,USGS,11455420,2005,21800,A,8600,measure,19187,21800,21800,21800,21800
2005-01-24,USGS,11455420,2005,20600,A,8310,measure,18534,20600,20600,20600,20600
2005-01-25,USGS,11455420,2005,18300,A,7950,measure,17723,18300,18300,18300,18300
2005-01-26,USGS,11455420,2005,17800,A,7680,measure,17115,17800,17800,17800,17800
2005-01-27,USGS,11455420,2005,20200,A,7960,measure,17745,20200,20200,20200,20200
2005-01-28,USGS,11455420,2005,24700,A,9600,measure,21439,24700,24700,24700,24700
2005-01-29,USGS,11455420,2005,30000,A,12200,measure,27296,30000,30000,30000,30000
2005-01-30,USGS,11455420,2005,31500,A,13200,measure,29548,31500,31500,31500,31500
2005-01-31,USGS,11455420,2005,29600,A,12800,measure,28647,29600,29600,29600,29600
2005-02-01,USGS,11455420,2005,26200,A,12000,measure,26845,26200,26200,26200,26200
2005-02-02,USGS,11455420,2005,24300,A,11200,measure,25043,24300,24300,24300,24300
2005-02-03,USGS,11455420,2005,23000,A,10400,measure,23241,23000,23000,23000,23000
2005-02-04,USGS,11455420,2005,21400,A,9900,measure,22115,21400,21400,21400,21400
2005-02-05,USGS,11455420,2005,19800,A,9430,measure,21056,19800,19800,19800,19800
2005-02-06,USGS,11455420,2005,20000,A,8960,measure,19998,20000,20000,20000,20000
2005-02-07,USGS,11455420,2005,20300,A,8580,measure,19142,20300,20300,20300,20300
2005-02-08,USGS,11455420,2005,19100,A,8320,measure,18556,19100,19100,19100,19100
2005-02-09,USGS,11455420,2005,17900,A,8210,measure,18308,17900,17900,17900,17900
2005-02-10,USGS,11455420,2005,18400,A,8910,measure,19885,18400,18400,18400,18400
2005-02-11,USGS,11455420,2005,20000,A,9460,measure,21124,20000,20000,20000,20000
2005-02-12,USGS,11455420,2005,20100,A,8920,measure,19908,20100,20100,20100,20100
2005-02-13,USGS,11455420,2005,17600,A,7940,measure,17700,17600,17600,17600,17600
2005-02-14,USGS,11455420,2005,15700,A,7210,measure,16056,15700,15700,15700,15700
2005-02-15,USGS,11455420,2005,15800,A,7010,measure,15605,15800,15800,15800,15800
2005-02-16,USGS,11455420,2005,17400,A,7440,measure,16574,17400,17400,17400,17400
2005-02-17,USGS,11455420,2005,17100,A,7850,measure,17497,17100,17100,17100,17100
2005-02-18,USGS,11455420,2005,17900,A,7820,measure,17430,17900,17900,17900,17900
2005-02-19,USGS,11455420,2005,19300,A,7790,measure,17362,19300,19300,19300,19300
2005-02-20,USGS,11455420,2005,22000,A,8210,measure,18308,22000,22000,22000,22000
2005-02-21,USGS,11455420,2005,24300,A,9990,measure,22318,24300,24300,24300,24300
2005-02-22,USGS,11455420,2005,28300,A,12300,measure,27521,28300,28300,28300,28300
2005-02-23,USGS,11455420,2005,31300,A,13300,measure,29774,31300,31300,31300,31300
2005-02-24,USGS,11455420,2005,31000,A,12700,measure,28422,31000,31000,31000,31000
2005-02-25,USGS,11455420,2005,28900,A,12000,measure,26845,28900,28900,28900,28900
2005-02-26,USGS,11455420,2005,27000,A,11400,measure,25494,27000,27000,27000,27000
2005-02-27,USGS,11455420,2005,26100,A,NA,measure,NA,26100,26100,26100,26100
2005-02-28,USGS,11455420,2005,27000,A,NA,measure,NA,27000,27000,27000,27000
2005-03-01,USGS,11455420,2005,25900,A,NA,measure,NA,25900,25900,25900,25900
2005-03-02,USGS,11455420,2005,29500,A,NA,measure,NA,29500,29500,29500,29500
2005-03-03,USGS,11455420,2005,30800,A,NA,measure,NA,30800,30800,30800,30800
2005-03-04,USGS,11455420,2005,30700,A,NA,measure,NA,30700,30700,30700,30700
2005-03-05,USGS,11455420,2005,30200,A,NA,measure,NA,30200,30200,30200,30200
2005-03-06,USGS,11455420,2005,27900,A,NA,measure,NA,27900,27900,27900,27900
2005-03-07,USGS,11455420,2005,25400,A,NA,measure,NA,25400,25400,25400,25400
2005-03-08,USGS,11455420,2005,23200,A,NA,measure,NA,23200,23200,23200,23200
2005-03-09,USGS,11455420,2005,20900,A,NA,measure,NA,20900,20900,20900,20900
2005-03-10,USGS,11455420,2005,18400,A,NA,measure,NA,18400,18400,18400,18400
2005-03-11,USGS,11455420,2005,17400,A,NA,measure,NA,17400,17400,17400,17400
2005-03-12,USGS,11455420,2005,17600,A,NA,measure,NA,17600,17600,17600,17600
2005-03-13,USGS,11455420,2005,19500,A,NA,measure,NA,19500,19500,19500,19500
2005-03-14,USGS,11455420,2005,15300,A,NA,measure,NA,15300,15300,15300,15300
2005-03-15,USGS,11455420,2005,15800,A,NA,measure,NA,15800,15800,15800,15800
2005-03-16,USGS,11455420,2005,17500,A,NA,measure,NA,17500,17500,17500,17500
2005-03-17,USGS,11455420,2005,16600,A,NA,measure,NA,16600,16600,16600,16600
2005-03-18,USGS,11455420,2005,14200,A,NA,measure,NA,14200,14200,14200,14200
2005-03-19,USGS,11455420,2005,16800,A,NA,measure,NA,16800,16800,16800,16800
2005-03-20,USGS,11455420,2005,23000,A,NA,measure,NA,23000,23000,23000,23000
2005-03-21,USGS,11455420,2005,21400,A,NA,measure,NA,21400,21400,21400,21400
2005-03-22,USGS,11455420,2005,22800,A,NA,measure,NA,22800,22800,22800,22800
2005-03-23,USGS,11455420,2005,32600,A,NA,measure,NA,32600,32600,32600,32600
2005-03-24,USGS,11455420,2005,40700,A,NA,measure,NA,40700,40700,40700,40700
2005-03-25,USGS,11455420,2005,48000,A,NA,measure,NA,48000,48000,48000,48000
2005-03-26,USGS,11455420,2005,51600,A,NA,measure,NA,51600,51600,51600,51600
2005-03-27,NA,NA,NA,NA,NA,NA,fill,NA,46514.96062992126,NA,46514.96062992126,46514.96062992126
2005-03-28,NA,NA,NA,NA,NA,NA,fill,NA,46701.5873015873,NA,46701.5873015873,46701.5873015873
2005-03-29,NA,NA,NA,NA,NA,NA,fill,NA,47109.67741935484,NA,47109.67741935484,47109.67741935484
2005-03-30,NA,NA,NA,NA,NA,NA,fill,NA,47920,NA,47920,47920
2005-03-31,NA,NA,NA,NA,NA,NA,fill,NA,49014.28571428571,NA,49014.28571428571,49014.28571428571
2005-04-01,NA,NA,NA,NA,NA,NA,fill,NA,50400,NA,50400,50400
2005-04-02,NA,NA,NA,NA,NA,NA,fill,NA,50400,NA,50400,50400
2005-04-03,NA,NA,NA,NA,NA,NA,fill,NA,50400,NA,50400,50400
2005-04-04,NA,NA,NA,NA,NA,NA,fill,NA,43375,NA,43375,43375
2005-04-05,NA,NA,NA,NA,NA,NA,fill,NA,29275,NA,29275,29275
2005-04-06,NA,NA,NA,NA,NA,NA,fill,NA,21833.333333333332,NA,21833.333333333332,21833.333333333332
2005-04-07,NA,NA,NA,NA,NA,NA,fill,NA,21833.333333333332,NA,21833.333333333332,21833.333333333332
2005-04-08,NA,NA,NA,NA,NA,NA,fill,NA,21833.333333333332,NA,21833.333333333332,21833.333333333332
2005-04-09,NA,NA,NA,NA,NA,NA,fill,NA,21757.142857142855,NA,21757.142857142855,21757.142857142855
2005-04-10,NA,NA,NA,NA,NA,NA,fill,NA,21773.333333333336,NA,21773.333333333336,21773.333333333336
2005-04-11,NA,NA,NA,NA,NA,NA,fill,NA,21680.645161290322,NA,21680.645161290322,21680.645161290322
2005-04-12,NA,NA,NA,NA,NA,NA,fill,NA,21549.20634920635,NA,21549.20634920635,21549.20634920635
2005-04-13,NA,NA,NA,NA,NA,NA,fill,NA,21498.425196850396,NA,21498.425196850396,21498.425196850396
2005-04-14,USGS,11455420,2005,22300,A,NA,measure,NA,22300,22300,22300,22300
2005-04-15,USGS,11455420,2005,20900,A,NA,measure,NA,20900,20900,20900,20900
2005-04-16,USGS,11455420,2005,21300,A,NA,measure,NA,21300,21300,21300,21300
2005-04-17,USGS,11455420,2005,22000,A,NA,measure,NA,22000,22000,22000,22000
2005-04-18,USGS,11455420,2005,18900,A,NA,measure,NA,18900,18900,18900,18900
2005-04-19,USGS,11455420,2005,13400,A,NA,measure,NA,13400,13400,13400,13400
2005-04-20,USGS,11455420,2005,15100,A,NA,measure,NA,15100,15100,15100,15100
2005-04-21,USGS,11455420,2005,14700,A,NA,measure,NA,14700,14700,14700,14700
2005-04-22,USGS,11455420,2005,11500,A,NA,measure,NA,11500,11500,11500,11500
2005-04-23,USGS,11455420,2005,13200,A,NA,measure,NA,13200,13200,13200,13200
2005-04-24,USGS,11455420,2005,13300,A,NA,measure,NA,13300,13300,13300,13300
2005-04-25,USGS,11455420,2005,12000,A,NA,measure,NA,12000,12000,12000,12000
2005-04-26,USGS,11455420,2005,11300,A,NA,measure,NA,11300,11300,11300,11300
2005-04-27,USGS,11455420,2005,12000,A,NA,measure,NA,12000,12000,12000,12000
2005-04-28,USGS,11455420,2005,14500,A,NA,measure,NA,14500,14500,14500,14500
2005-04-29,USGS,11455420,2005,15200,A,NA,measure,NA,15200,15200,15200,15200
2005-04-30,USGS,11455420,2005,14400,A,NA,measure,NA,14400,14400,14400,14400
2005-05-01,USGS,11455420,2005,13600,A,NA,measure,NA,13600,13600,13600,13600
2005-05-02,USGS,11455420,2005,13000,A,NA,measure,NA,13000,13000,13000,13000
2005-05-03,USGS,11455420,2005,13400,A,5340,measure,11844,13400,13400,13400,13400
2005-05-04,USGS,11455420,2005,12200,A,5290,measure,11731,12200,12200,12200,12200
2005-05-05,USGS,11455420,2005,11200,A,5170,measure,11461,11200,11200,11200,11200
2005-05-06,USGS,11455420,2005,12600,A,5430,measure,12046,12600,12600,12600,12600
2005-05-07,USGS,11455420,2005,13400,A,6150,measure,13668,13400,13400,13400,13400
2005-05-08,USGS,11455420,2005,14500,A,7020,measure,15628,14500,14500,14500,14500
2005-05-09,USGS,11455420,2005,19900,A,8060,measure,17971,19900,19900,19900,19900
2005-05-10,USGS,11455420,2005,25100,A,10000,measure,22340,25100,25100,25100,25100
2005-05-11,USGS,11455420,2005,30800,A,13200,measure,29548,30800,30800,30800,30800
2005-05-12,USGS,11455420,2005,34100,A,15400,measure,34504,34100,34100,34100,34100
2005-05-13,USGS,11455420,2005,36200,A,16300,measure,36531,36200,36200,36200,36200
2005-05-14,USGS,11455420,2005,37700,A,16600,measure,37207,37700,37700,37700,37700
2005-05-15,USGS,11455420,2005,35900,A,16500,measure,36982,35900,35900,35900,35900
2005-05-16,USGS,11455420,2005,35100,A,16200,measure,36306,35100,35100,35100,35100
2005-05-17,USGS,11455420,2005,35600,A,16400,measure,36756,35600,35600,35600,35600
2005-05-18,USGS,11455420,2005,35700,A,17400,measure,39009,35700,35700,35700,35700
2005-05-19,USGS,11455420,2005,42100,A,19700,measure,44190,42100,42100,42100,42100
2005-05-20,USGS,11455420,2005,51700,A,24800,measure,55677,51700,51700,51700,51700
2005-05-21,USGS,11455420,2005,60100,A,28000,measure,62885,60100,60100,60100,60100
2005-05-22,USGS,11455420,2005,64900,A,28500,measure,64012,64900,64900,64900,64900
2005-05-23,USGS,11455420,2005,63400,A,27600,measure,61984,63400,63400,63400,63400
2005-05-24,USGS,11455420,2005,59500,A,26400,measure,59281,59500,59500,59500,59500
2005-05-25,USGS,11455420,2005,56500,A,25000,measure,56128,56500,56500,56500,56500
2005-05-26,USGS,11455420,2005,54000,A,23100,measure,51848,54000,54000,54000,54000
2005-05-27,USGS,11455420,2005,50900,A,21000,measure,47118,50900,50900,50900,50900
2005-05-28,USGS,11455420,2005,45900,A,18800,measure,42162,45900,45900,45900,45900
2005-05-29,USGS,11455420,2005,39600,A,17200,measure,38558,39600,39600,39600,39600
2005-05-30,USGS,11455420,2005,34000,A,16500,measure,36982,34000,34000,34000,34000
2005-05-31,USGS,11455420,2005,31700,A,16500,measure,36982,31700,31700,31700,31700
2005-06-01,USGS,11455420,2005,28700,A,16300,measure,36531,28700,28700,28700,28700
2005-06-02,NA,NA,NA,NA,NA,15700,fill,35180,31900.787401574802,35180,NA,35180
2005-06-03,NA,NA,NA,NA,NA,15000,fill,33603,31725.396825396823,33603,NA,33603
2005-06-04,NA,NA,NA,NA,NA,13700,fill,30675,31416.129032258064,30675,NA,30675
2005-06-05,NA,NA,NA,NA,NA,12400,fill,27746,30933.333333333336,27746,NA,27746
2005-06-06,NA,NA,NA,NA,NA,11600,fill,25944,30314.285714285714,25944,NA,25944
2005-06-07,NA,NA,NA,NA,NA,11000,fill,24593,29700,24593,NA,24593
2005-06-08,NA,NA,NA,NA,NA,10600,fill,23692,29700,23692,NA,23692
2005-06-09,NA,NA,NA,NA,NA,10400,fill,23241,27575,23241,NA,23241
2005-06-10,NA,NA,NA,NA,NA,10800,fill,24142,23250,24142,NA,24142
2005-06-11,NA,NA,NA,NA,NA,11800,fill,26395,21433.333333333336,26395,NA,26395
2005-06-12,NA,NA,NA,NA,NA,12700,fill,28422,21433.333333333336,28422,NA,28422
2005-06-13,NA,NA,NA,NA,NA,12800,fill,28647,21628.57142857143,28647,NA,28647
2005-06-14,NA,NA,NA,NA,NA,12100,fill,27071,21799.999999999996,27071,NA,27071
2005-06-15,NA,NA,NA,NA,NA,11400,fill,25494,21825.8064516129,25494,NA,25494
2005-06-16,NA,NA,NA,NA,NA,10900,fill,24368,21776.190476190477,24368,NA,24368
2005-06-17,NA,NA,NA,NA,NA,11100,fill,24818,21747.24409448819,24818,NA,24818
2005-06-18,USGS,11455420,2005,21200,A,11600,measure,25944,21200,21200,21200,21200
2005-06-19,USGS,11455420,2005,21900,A,11900,measure,26620,21900,21900,21900,21900
2005-06-20,USGS,11455420,2005,22800,A,11800,measure,26395,22800,22800,22800,22800
2005-06-21,USGS,11455420,2005,24200,A,11400,measure,25494,24200,24200,24200,24200
2005-06-22,USGS,11455420,2005,22600,A,10800,measure,24142,22600,22600,22600,22600
2005-06-23,USGS,11455420,2005,18700,A,9640,measure,21529,18700,18700,18700,18700
2005-06-24,USGS,11455420,2005,18100,A,8590,measure,19164,18100,18100,18100,18100
2005-06-25,USGS,11455420,2005,15600,A,6690,measure,14885,15600,15600,15600,15600
2005-06-26,USGS,11455420,2005,13000,A,5210,measure,11551,13000,13000,13000,13000
2005-06-27,USGS,11455420,2005,13700,A,4950,measure,10965,13700,13700,13700,13700
2005-06-28,USGS,11455420,2005,13200,A,4810,measure,10650,13200,13200,13200,13200
2005-06-29,USGS,11455420,2005,10800,A,4590,measure,10154,10800,10800,10800,10800
2005-06-30,USGS,11455420,2005,9690,A,4460,measure,9862,9690,9690,9690,9690
2005-07-01,USGS,11455420,2005,8780,A,4130,measure,9118,8780,8780,8780,8780
2005-07-02,USGS,11455420,2005,9660,A,4020,measure,8870,9660,9660,9660,9660
2005-07-03,USGS,11455420,2005,10700,A,4170,measure,9208,10700,10700,10700,10700
2005-07-04,USGS,11455420,2005,9830,A,4130,measure,9118,9830,9830,9830,9830
2005-07-05,USGS,11455420,2005,10900,A,4080,measure,9006,10900,10900,10900,10900
2005-07-06,USGS,11455420,2005,11800,A,4130,measure,9118,11800,11800,11800,11800
2005-07-07,USGS,11455420,2005,12400,A,4160,measure,9186,12400,12400,12400,12400
2005-07-08,USGS,11455420,2005,13200,A,4190,measure,9253,13200,13200,13200,13200
2005-07-09,USGS,11455420,2005,13900,A,4240,measure,9366,13900,13900,13900,13900
2005-07-10,USGS,11455420,2005,14900,A,4370,measure,9659,14900,14900,14900,14900
2005-07-11,USGS,11455420,2005,14700,A,4410,measure,9749,14700,14700,14700,14700
2005-07-12,USGS,11455420,2005,12600,A,4320,measure,9546,12600,12600,12600,12600
2005-07-13,USGS,11455420,2005,10400,A,4190,measure,9253,10400,10400,10400,10400
2005-07-14,USGS,11455420,2005,11200,A,4310,measure,9524,11200,11200,11200,11200
2005-07-15,USGS,11455420,2005,11100,A,4510,measure,9974,11100,11100,11100,11100
2005-07-16,USGS,11455420,2005,10600,A,4560,measure,10087,10600,10600,10600,10600
2005-07-17,USGS,11455420,2005,10400,A,4370,measure,9659,10400,10400,10400,10400
2005-07-18,USGS,11455420,2005,12400,A,4240,measure,9366,12400,12400,12400,12400
2005-07-19,USGS,11455420,2005,12900,A,4370,measure,9659,12900,12900,12900,12900
2005-07-20,USGS,11455420,2005,12100,A,4460,measure,9862,12100,12100,12100,12100
2005-07-21,USGS,11455420,2005,13100,A,4480,measure,9907,13100,13100,13100,13100
2005-07-22,USGS,11455420,2005,14100,A,4650,measure,10289,14100,14100,14100,14100
2005-07-23,USGS,11455420,2005,12300,A,4600,measure,10177,12300,12300,12300,12300
2005-07-24,USGS,11455420,2005,11000,A,4370,measure,9659,11000,11000,11000,11000
2005-07-25,USGS,11455420,2005,12600,A,4340,measure,9591,12600,12600,12600,12600
2005-07-26,NA,NA,NA,NA,NA,4250,fill,9388,12263.779527559054,9388,NA,9388
2005-07-27,NA,NA,NA,NA,NA,4210,fill,9298,12258.730158730159,9298,NA,9298
2005-07-28,NA,NA,NA,NA,NA,4190,fill,9253,12215.625,9253,NA,9253
2005-07-29,NA,NA,NA,NA,NA,4070,fill,8983,12016.666666666668,8983,NA,8983
2005-07-30,NA,NA,NA,NA,NA,4050,fill,8938,11507.142857142857,8938,NA,8938
2005-07-31,NA,NA,NA,NA,NA,3930,fill,8668,11122.222222222223,8668,NA,8668
2005-08-01,NA,NA,NA,NA,NA,3850,fill,8487,11059.375,8487,NA,8487
2005-08-02,NA,NA,NA,NA,NA,3780,fill,8330,11052.380952380952,8330,NA,8330
2005-08-03,NA,NA,NA,NA,NA,3770,fill,8307,11071.653543307086,8307,NA,8307
2005-08-04,USGS,11455420,2005,10800,A,3830,measure,8442,10800,10800,10800,10800
2005-08-05,USGS,11455420,2005,11200,A,3830,measure,8442,11200,11200,11200,11200
2005-08-06,USGS,11455420,2005,10800,A,3760,measure,8285,10800,10800,10800,10800
2005-08-07,USGS,11455420,2005,11200,A,3650,measure,8037,11200,11200,11200,11200
2005-08-08,USGS,11455420,2005,13300,A,3610,measure,7947,13300,13300,13300,13300
2005-08-09,USGS,11455420,2005,13700,A,3730,measure,8217,13700,13700,13700,13700
2005-08-10,USGS,11455420,2005,13500,A,3810,measure,8397,13500,13500,13500,13500
2005-08-11,USGS,11455420,2005,13200,A,3850,measure,8487,13200,13200,13200,13200
2005-08-12,USGS,11455420,2005,10800,A,3440,measure,7564,10800,10800,10800,10800
2005-08-13,USGS,11455420,2005,12700,A,3150,measure,6911,12700,12700,12700,12700
2005-08-14,USGS,11455420,2005,12600,A,3190,measure,7001,12600,12600,12600,12600
2005-08-15,USGS,11455420,2005,11700,A,3430,measure,7541,11700,11700,11700,11700
2005-08-16,USGS,11455420,2005,7930,A,3370,measure,7406,7930,7930,7930,7930
2005-08-17,USGS,11455420,2005,7330,A,3270,measure,7181,7330,7330,7330,7330
2005-08-18,USGS,11455420,2005,10100,A,3440,measure,7564,10100,10100,10100,10100
2005-08-19,USGS,11455420,2005,12000,A,3630,measure,7992,12000,12000,12000,12000
2005-08-20,USGS,11455420,2005,11500,A,3620,measure,7969,11500,11500,11500,11500
2005-08-21,USGS,11455420,2005,11400,A,3610,measure,7947,11400,11400,11400,11400
2005-08-22,USGS,11455420,2005,11000,A,3590,measure,7902,11000,11000,11000,11000
2005-08-23,USGS,11455420,2005,10400,A,3470,measure,7632,10400,10400,10400,10400
